关于往年考研武汉理工大学艺术设计的专业课考题，手绘都考什么呀，有什么倾向呢！17考研狗求大神解答啊，？,同问，要提前联系吗
中山大学，北京理工，武汉大学计算机硕士研究生选择哪个好？, 我就说说北理工吧。  地理位置的话北理应该是首选，计算机这个专业地理位置太重要了，好公司基本都扎堆在北京，其次上海深圳。而且北理，尤其是北理的计算机水平虽然算不上顶级，至少好像没有听说过哪个公司会直接筛掉北理的简历，而简历关基本是学校牌子能给你带来的唯一影响，后面就靠自己了。  教学水平的话，个人感觉北理工不如中大武大，至少本科生教育十分敷衍，计算机学院教材很多都是自己老师找几个研究生东拼西凑的垃圾，实在是害人不浅。不过也有人说天下乌鸦一般黑，全国大部分高校都这鸟样，这是体制问题，那就只能靠题主自己定夺了。  当然，都说研究生导师比学校重要。所以题主一定要了解清楚北理的导师。北理工计算机学院的老师整体至少人品上都还是不错的，但也不是没有例外。机器学习、数据挖掘方面的导师就那么几个，建议题主一定要一个个了解清楚再做决定。  利益相关：北理学生 
河海大学和武汉理工报哪个好？,又想学招牌专业了？
武汉理工大学车辆本科毕业生月薪 ？,虽然我不是车辆的，但是认识车辆的同学，这个看你个人专业能力的， 我就说所知的一般情况吧，都能找到4k到5k的工作，好一些就是6、7k了。基本能进比较好的公司，如一汽大众等。因为理工的车辆是很出名的。很多汽车企业不来华科不来武大，就来理工。我建议，这个只能给你参考。最终有多少，如果你是大一新生，真的就看你这四年的修行的，参加比赛拿个奖，学习好些拿个奖学金，英语好些，再修门日语等，年薪十万都不是问题。太水问啥啥不懂的话，4k都没有也正常。
在武汉理工大学当一名男同性恋是什么样的体验？,是时候拉你们进去组织了  体验就是：  升升网费太贵  夏季下大雨太可怕  除了西苑没好吃的食堂了，西苑又太远  减速带太多了  校医院。。我放弃了  图书馆冷气好足！  石楠花太多  虽然蛮多吐槽的点，但我还是非常喜欢他的，大四了，有点舍不得了，网费贵，食堂难吃也想再吃几年╮(╯▽╰)╭希望能在理工再读两年，加油，么么哒！  什么？你问我作为小gay一枚的体验？就是这些啊！  什么？你问我感情方面的？我不告诉你！哈哈哈哈哈哈哈 
综合专业实力和就业前景来说，武汉理工大学的材料和车辆工程哪个是更好的选择？,车辆工程和材料都得读研之后才会有高薪工作，同学去东风雷诺实习，HR说现在主要招收研究生，月薪8000+
填报志愿，暨南大学，东华大学，武汉理工大学，西南交通大学，江南大学，天津财经，浙工大，应该怎么排序？,首选北京深圳上海，最末选西安，学校无所谓，重要的是城市
武汉理工大学软件工程如何保研？,汽车学院的，其实每个学院差不多的政策。毕竟每年学校都会在9月12号左右发布一个总的纲要，然后每个学院可以小幅度自主制定政策。A类就把成绩搞好吧，六级，优干，优团拿到手。那样即使没有任何科研分，也比较稳妥。毕竟A类只有5分的附加分。B类的话，其实也比较简单，你们这专业，比赛也不少，拿到省二以上就有机会了。2017年B类总分80分往上就能保上。总的来说，保研还是挺简单的。
求问武汉理工大学在大家眼里，算好的大学吗?高三狗，求答疑？,首先它是一所华中地区的211大学，在湖北还是享有很高评价的理工大学（应该是湖北除武大华科最好的理工科大学了），不过我在武汉快一年了，看过其他大学，武理校区分散，还在建设中，有点破。想要去校园环境好的大学最好不要来，毕竟四年啊，我就有些后悔了，毕竟武理的分数线很高但是性价比比不上北上广的211，能考武理的不如去上海的东华大学，上海机会多，大城市很多便利，工资也高，江苏的苏州大学也很不错
我应该去武汉理工大学读计算机还是复读？,如果这个分数和你平时的分数比较接近，也就是你没有大的失误，强烈建议不要复读。  复读时候的心理压力是非常非常大的，你的同学们都会晒他们的大学生活，你下一届还是一样的强，甚至考题会出现方向上的变动。你花着家里的钱，浪费着自己的青春，只为或许会提高的成绩。这是个很惨的事情。  计算机挺好的，尤其是女生学。
你为什么不推荐高考考生报考武汉理工大学？,为什么不推荐上逼乎。      成天搞些这类营销，有个球的意思。
武汉理工大学的建筑学怎么样？,别去，是垃圾
如何评价武汉理工大学?,没有学习的氛围，也没有人文的氛围T_T 不过自己想学的话，好老师也有很多的。 （亲，是不是大一新生啊，是不是感觉很失望啊⊙▽⊙）
如何面对武汉理工大学关于试点班和本身专业的抉择？,武汉理工材料学院第一届试点班学长献上处女答。单就科研实力教学水平，理工实力共十斗，材院占七斗，其余共占三斗。不信就看看东院西院之间的那几栋实验室……现在的现状是材料科研实力强，但是现在材料行业就业不太理想，如果铁定以后读研读博那材料更有优势；如果本科或者读完研就工作，可能汽车更好点。当然现在汽车行业也已经进入衰退期。其实，选专业，选的是你以后从事的行业！
不推荐报考武汉理工大学的理由有哪些？,因为人文建设不到位吧，毕竟有好多整天骂学校黑学校的人，烦得慌。
如何看待武汉理工大学大二女生向男生求婚？, 怎么看待……   也许年轻人觉得这是叫真实感情青春热血（既然我说了年轻，当然我和他们有很大的年龄差距，观念不同也是正常，此处也仅代表我个人看法……无关正确与否。）。   在我看叫做哗众取宠（可能这词不够中性，但我没有褒贬之意。一时想不起其他合适的词汇）……   一段成熟的感情，是不需要以这样这种姿态来得出结果的（都求婚了，怎么都算开花结果了吧？！）。如果说，女孩子需要男生这样隆重的求婚是为了满足自己的虚荣心，首先这个女孩的智商就有必要打个问号（最近有人让新郎穿丝袜抱大白菜站马路中央啊……）。   其次一个女生这样隆重的，大肆渲染的对一个男生求婚，你说这男生是同意还是不同意？这简直从个人感情升华到政治正确的命题……虽然新闻里描述的是喜极而泣……我觉得这只能说青菜萝卜老天配好。这两人3观一致。   反正就我个人来说，越是完满的爱情越是弥足珍贵需要小心收藏，别人只要看到我脸上的幸福就够了，至于我怎么幸福的，我是不会用这种方式影响到别人的生活的。   我私心说：看他们怎么收场……万一隔天男生就开始后悔……或者毕业了就因为实际问题分手……  今日这些全是别人的笑料……  （我知道有人就是看我说这段觉得我居心不良。内心黑暗，诅咒人家小年轻。但事实是，如果只是两个人的事情，有谁会突然脑子里有这样的念头产生？正因为有人高调渲染自己的感情，于是看得人各种想法都会出现。就是所谓我自己把我自己的私生活放到你们眼前任由你们凭说……）   人年轻的时候都有不顾一切的时刻。很多时候当时觉得很精彩，很值得回忆，结果没过几年却觉得自己很蠢，这种事很常见。我说晒幸福的，有好结果没几个……我不是诅咒，而是提醒。就是出于这样我们经历过的事实。  晒的时候只希望别人能分享自己的幸福，但事实是，别说人和人除了当事人所有人都只是看热闹的，而且凡羡慕嫉妒恨的，触景生情的只有背后生是非还来不及，哪里谈得到感受你们的幸福为你们祝福。也就亲近相关的亲朋好友罢了……   所以私人的事情真心不宜扩大和宣扬……我在这里回答也不过就是提个醒。冲动之前还是要考虑一下万一的。尤其主角是女孩。男孩还没有什么，说一句大丈夫何患无妻。但是女孩子呢？退一万步，今天如此轰动，来年除了意外，将来讲起来————哇！你都为这个男人做到这个份上了，他尽然不要你了？  你再解释：不，是我不要他！  然后：哇！你都求婚了，尽然后来还不要了啊……     PS:  有人在回答里@我，骂人，不客气的拉黑外加举报！  怂或者不怂……呵呵……身为过来人，我年轻的时候不是没做过这种大肆张扬的事情，正因为做过，所以我才在这里说，这只对看客来说很棒，对当事人自己，还待来年……再说了，我一个女孩子，怂又如何？   现在的年轻人才真肮脏，动不动，点艹……这种水准的恣意青春简直是对青春的亵渎。 
武汉理工大学机自本科生月薪能有多少?,2011级机电学院， 机械行业，入门工资不会很高 身边的同学大部分在3k~5k 少数较好的会有8w+的package 偏电的，比如测控，会好点，大部分在4k~6k之间 偏计算机的，比如自动化学院，大部分5k到10k so。。。 如果你不是为了就业，纯粹为了学术，可以考虑来机电学院（不过搞学术貌似去材料学院更靠谱） 如果是要照顾家庭，追求财富，那么去学电信和计算机吧。
武汉理工大学和武汉其他高校相比发展态势如何？,你为什么会有这样的想法呢？虽然泰晤士的排名只是个参考，但是也能说明一些问题啊！在武汉除了武大华科大就是理工啦，这是比较客观的。虽然泰晤士理工排名是武汉第一
如何看待2017年全国大学生电子设计竞赛湖北赛区负责测评单位（武汉理工大学）在电赛测评中的所做所为？, 本人非利益相关，没有参加今年的电赛，也不是指导老师，但是忍不住想说两句。  虽然我不是今年电赛的亲历人，但是我全程跟进指导学弟们参与电赛，自认为参与度算比较高了。由于没能亲历测试现场，为了尽可能还原事实并确保客观，我进行了多方求证，记录还原如下：  1、在进行省测的时候，需要测试一个名为负载调整率的指标，由于测试老师事先没有彻底弄明白测试方案，使用不正确的测试方案进行测试，使得测试结果出现了一个系统误差，这导致非常多队伍该项指标测试不合格。在完成所有队伍的测试后，老师发现了这个问题，事后采用了手工计算以补偿该系统误差的方法，对测试数据进行修正。  作为严谨的工科生，我自己做实验的时候一定是力求实验数据的真实可靠。测试方法出现偏差没有关系，谁都有可能犯错误，再重测一次就可以完全弥补，但是手工修正数据是不妥当的。从学生角度考虑，花费两个月心血准备的电赛，我们希望最终的测试也是公平公正严谨的。     2、在进行综合测评时，承办方事先发布的通知公告是“参赛队员可携带示波器、信号发生器、直流稳压电源、万用电表等设备及相关工具”，我觉得对于这句话的正常理解是“承办方会提供测试所必须的设备，但是允许参赛队自行携带设备”，然而承办方老师实际上想表达的意思是“参赛队需要自备仪器”。通知公告语义表达不当导致综测的时候现场设备不足，学生没法立即开始实验，耽误了一定的时间，最后一部分学校老师返回自己学校运送设备，承办方老师帮忙从别的实验室借设备，勉强解决了设备不够用的问题。     3、综合测评期间，现场无源器件（电阻电容）准备不足，导致部分学生没能及时拿到需要使用的无源器件，而且对无源器件参数的分类不当，学生反映电阻的实际阻值和标称阻值不符，需要通过万用表测试才能确定阻值，要想找到具体参数的电阻需要花费一定时间，在这个过程中造成了时间的浪费。     准备电赛的过程很艰辛，有些学生甚至从去年暑假就开始做准备工作，大家都希望以最好的状态去比赛，不求拿奖但求无悔，但是在最后的最后，有些参赛队却因为非自身因素而没能拿到理想的成绩，我想不管怎样，心里都会有所不甘。     有人会说这种本科生比赛没什么含量云云，我觉得，比赛的意义不在于它有多高的技术难度，而在于给正在成长的本科生们树立一个标杆。从技术上说，电赛引导我们建立对自己严苛严谨的要求，以一丝不苟的态度去面对自己的技术成长；从经历上说，电赛见证了我们的一段青春，放眼未来几十年，很少再能有机会以这样的强度去为了一件事全力以赴。因此，我们都希望自己的电赛经历无怨无悔。     湖北赛区测评单位确实有组织工作做得不到位的地方，我列出了几点事实不是想抨击什么，只是希望在日后的电赛中主办方能进一步规范测评流程。这件事与武理并没有直接关系，是武理负责电赛测评的组织老师有工作没做到位的地方，我一直都认为武理是个很不错的学校，希望大家就事论事，客观冷静地讨论问题。     如有表述不当之处，请指出。 
武汉理工大学电气工程有人考到清华读研吗？,前几届没听说过有考的，我们这一届有一个要考清华
武汉理工大学和大连理工大学哪个好?,有点忍不住了。   写在开头，没人逼你爱学校，不过希望你明白否定学校和否定自己要付出的代价。你有言论自由的权利，但你没有恶意抹黑别人的权利。   不觉得大工哪里不好，某某老师水平不够请你去找学院，找教务处好了，别在这一天天的撕学校不行。 某同学我并不认为在一个距离本部一小时车程的软件学院读书的你有资格对整个学校指指点点点的。   本科学建工，几大力学课有多难我也不说了，不知道有人说大工给分水是几个意思。 怎么看待大工课程之水及考试要求之低， 老师省心学生省力皆大欢喜么？ - 知乎用户的回答   在校友方面，我们认识实习和生产实习的时候总能在相关单位遇见校友，校友对我们十分热情，给我们他们力所能及最好的待遇，无私的向我们传授经验。换学校读研后，还是大工的师兄师姐最关照我，我默默的记下这份恩情，心里也想着要好好对待下一届师弟师妹。我来天津不久校友会很快就组织了活动，我也有幸参加了，而同实验室川大，武大的哥们别说活动了，连校友会的影子都看不到。  有人说大工这不好那不好我真不知道你是真觉得不好还是因为自己过的不好才总说学校不好。 你想搞科研，搞学术，大工没组织攀登杯吗？ 你想提前见识社会，积累工作经验，大工各级学生会你不参加怪学校咯？ 你想施展所长，各个社团哪个没涵盖？ 你想安安静静的学习，大工没给你提供图书馆和自习室安静地学习环境咯？  你能吐槽的就是 大工吃饭好贵，大工又红又专，大工保研算单项，大工要出观众 巴拉巴拉，对，这些的确是有争议，然后呢？ 你想做什么有人拦着你了嘛？   我罗列出的的确是有争议的地方，但是并不是无解的，本部食堂在我们12年抗议之后直到我们大四毕业都未曾涨价，大工又红又专的活动你不想走社会工作也不想入党你可以选择不参加，实在不想出观众也没人绑着你非得去，保研单项这个暂且不表，争议的确大，这个另有回答： 你们怎么看待单项和保研挂钩? - 知乎用户的回答 。   另外在我看来学校对学习明明抓的越来越狠了好吧！ 13年我们分专业时还有算行为积分，到我们下一届之后完全看成绩选专业了，什么文体专利完全没用。另外我的学弟学妹们陆续多了很多个以前没有过的课程设计，以帮助扎实巩固课程所学。学校对作弊也是完全零容忍，看看八角楼门口那个大屏幕每学期挂了多少人的学号在上面，想毕业就老老实实好好学习吧。  上了大学真心建议不要再以单一维度的学习来作为自己的目标，你不能只有学习强，你还要很多个方面都强才行，这才是大工真正要教育你的地方，也是进入社会之前的必须准备。  最后说一句，工科学校专业排名胜过学校排名，武汉理工有牛逼的专业，不过据我所知应该是没有大工多的，不然为啥每年那么多武汉理工来的研究生。  另，假使你这么讨厌大工，那么请你今后到了任何一个地方都不要说自己是大工人，不要参加任何校友会活动，不要加入任何大工人的圈子，不要再从大工身上吸取一点点的营养 @李欣宜 。（我想李同学是个明事理的人，知道自己应该为自己说出的话负责任）  也许我撕逼能力还不够，并不能像某同学一样旁征博引还能把自己高中的事迹说出来教导大家，我只是觉得大家 有事儿说事儿 ， 有问题咱们明面上讨论 ， 没事儿别老来黑。 大工是有这样的问题，可是大工也有很多别的学校做不到的事，光从学生工作这一角度，迎新晚会，毕业晚会，峰岚杯，嘉年华，校友会，大工经营的有模有样，出来以后才知道很多学校根本就没有，有也做的水准相当之一般。希望大家 不要一面享受着大工给你们带来的便利，一面又黑自己母校哪里哪里不行 ，我在大工的四年眼看着这所学校很多方面越来越完善，越来越以人为本，这些年，大工为了方便学生修了彩虹桥，修了综一门后的路，还把红凌路封了。中心食堂三楼，民勇，教育书店，变得高大上起来了，校内公交也有了。大家的玉兰卡，大学前两年我们还是饭卡澡卡学生卡一起用。还有为了更好地服务同学网信中心中午不下班为同学服务等等。在对外交流上面，大工能参与交流的学校比我现在所在的120年老牌名校都多，大工参与的高校间的活动质量跟数量都有很好地保证，本科期间有幸参与了报国企业行，与企业领导交流时人家都说像咱们这样带学生出来的很少很少，大多数都是主管老师和领导来，能带学生出来亲自看的真难能可贵。  我出身一般，来自蒙东落后地区，在我们那能考上大工真的不容易，大工在我们那也是很有名气的学校。并不像某同学那样来自发达省份，一不小心考到了我工软件学院，真是可惜啊！我并不觉得大工特别好，但也不觉得特别不好。我看不惯有些人为黑而黑，还是那句话， 有事儿说事儿，为黑而黑真是显得人没水准 。
泰晤士2013亚洲大学排名中，将武汉理工和武大并列58名，而华中科技大学99名，这明显和人们映像中排名不一致，他是如何排名的？,我是武汉理工的学生。回答这个问题，其实用我们老师上课讲的两个字足矣。买的。
武汉理工大学的材料怎么样？,王牌专业
武汉理工大学 复试？,个人觉得还是看分，分高没人黑你的，那些说被黑的可能是复试没考好
武汉科技大学，长沙理工大学哪个好？,武科大，但武汉这座城市啊，实在不宜居
武汉理工大学会计专业怎么样？,虽然并没有在武汉理工读会计，但也是读了一个文科专业。相对而言，的确在理科学校读文科不太好。但是，管理学院算是文科类第一的学院了，规模大，据说有钱，位于比较繁华的地区，马房山小区紧邻武大华师。妹子可以内部解决，汉子可以向外谋求发展。 从升学角度，211学校有保研资格多，全国范围内看，找工作时也有优势；留学时对平均分要求比普通大学低（平均分85和90的差距天差地别啊！）。 从娱乐上，武汉真的吃的多，逛街的地方多，除了天气不好（但现在有空调啦），大学生多。 综合其他回答，武汉理工真的很良心。 ps.我在武大混了个工管的学位证，觉得棒棒的！我室友有去中南财经政法读会计后来去做会计的，还有两只保送武大、北师大。总体机会还是比较多的，重点在于你如何利用。
哈工大威海校区与武汉理工大学，读软件工程专业应该怎么选呢？, 武汉理工大学学术机会更多好吧 
本人是杭州人，现武汉理工大学电气研究生一枚，有直属亲戚在供电局，希望到杭州电力局去干，希望大不大？,谢邀。 实话实说，你这学校不给力，基本不加分，简历关都过不了。我同学本华科硕浙大男朋友浙江电科院，然后才进的杭州局，另一个同学本华科硕华科才进宁波局。 所以你就不要想着自己学校如何了。电气行业里，武汉理工没地位。 所以你要问你亲戚，他能量多大，才是你进不进得去杭州局的关键。
中国地质大学(武汉)和武汉理工大学就文科来讲哪个学校更好?,对中国地质大学不了解也不去评价。 看评论有人把武汉理工的文科说的那么不堪，内心颇有不甘。说武汉理工的文科不好，那仅是跟理工的理工科专业比较而言。  文科是一个很大的门类，你不能一个文科就一言概之。武汉理工虽然是工科院校，但是理工的第一大院却是管院，管理学科教育部学科评估全国20多，从硕士点到博士后科研流动站都有，这就是专业实力的体现。 外语学院的法语和日语就业依靠本校汽车行业这一背景优势，汽车行业的日企和法企很多，恕不一一赘述。 艺术设计学院实力很强，理工的设计艺术学是中国唯一四个博士点的院校之一。 法学专业虽比不上同城五院四系之一的武大和中南政法，但比其他的还是可以拉出来拼一下的，设有湖北省知识产权研究中心。 新闻传播学专业在武汉最厉害的是武大和华科，这两个学校的新闻传播是全国最早设有新闻传播学博士点的无所院校之一。其他三个为中国人大、中国传媒、复旦大学。也就是说在武汉除了这两个学校外其他学校没资格说理工的新闻传播不好。同城的华师、中南财经政法这两个文科类院校和理工一样也只有一级学科硕士点，武汉理工的新闻传播现在已申请下跨文化传播的二级学科博士点了，国家数字传播工程研究中心和国家新闻出版研究院武汉新媒体研究中心也在武汉理工设立了。 这些都是武汉理工老师和同学的共同努力，希望以后不了解别人学校情况的人不要随便去评价，你要怎么夸你自己的学校那是你个人的事，但是请不要去随便对不了解的事做不好的评价。
武汉理工和河海大学哪个好？,目前看，武汉理工发展前景更好，整体实力更强，河海大学受制于行业，行业口碑虽然很好，但明显没落了，目前全国录取线已经明显低于武汉理工了。常州校区是个坑，分开招生或许会好些。         另外考虑一下兴趣爱好，理想行业，地域的你因素，两校整体一个档次，更重要的是考虑行业和专业。 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 分割线    数据来源：  河海大学招生信息网     武汉理工大学招生网    缺西藏的数据，但西藏无关大局。 这样数据够直观了吧？ @夏夏夏夏夏洛特   ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 分割线 事情起因：     
在武汉理工大学华夏学院就读有什么样的体验活着感受？,华夏高中，名不虚传
东北大学，山东大学与哈工大的威海校区，北京科技大学，武汉理工大学的cs专业怎么选？,我是哈工大威海的大四学长，我只知道我们学校的计算机就业非常好、工资高，威海这边的考研氛围也很浓厚，别的学校不了解。似乎能满足你的需求，应该不会后悔。 搜索阳光高考，里面有毕业生满意度的调查，其中有“就业满意度”，这个是毕业生实名验证，每人一票，只能评价自己专业，这个是我所知道的最靠谱的选专业依据，4分以上就算是就业比较好的专业。
武汉理工大学和南京理工大学哪个好？,说到这俩个学校，我想起刚看的新闻，都被水淹了。 好不好看专业吧 武汉理工大学材料类专业是全国排名靠前的 南京理工大学是武器类专业排名第一的 要看你选什么专业喽
如何看待武汉理工大学我辰啊跳楼事件？, 讲真你们说死者为大我同意，但是我真心觉得我没办法同情他。一个成年人了还没搞清楚这个世界要靠的是自己而不是环境，环境能影响人我承认，但是改变自己的永远是自己的选择。ok你觉得理工不好，你可以退学回去复读，或者努力考研考到一个更好的平台去啊。我个人觉得他是自己心里有问题强行甩锅给学校。。讲真真的什么用都没有，现在的高校有维稳经费和死亡指标之类的东西，你死真的什么用都没有。但是我在这个学校呆了快6年，真的不觉的这个学校有什么十恶不赦的罪过值得他来以死明志的。看完他的长微博时我一度以为他是一个多么刻苦多么认真的孩子理工耽误了他，然后我无意中翻了一下他的微博，然后发现分享的内容都是LOL。。。。。讲真，我不知道说什么好。 死者为大，我只是表达一下自己的观点，不喜勿喷 
武汉理工大学究竟是怎样的学校？,公交车三所大学合并，合并前都不是野鸡大学，也都是行业响当当的学校  各类榜单排名很高，但口碑不如同档次乃至差一些的北京上海南京211  武汉的大学通病招生人数很大，所以同档次学校里算平均教育资源比较少的  即便有以上缺点，也是性价比之选，毕竟分数不高  现在各类表面指标相当漂亮，也是校方的主要使力方向，先打出名声，效果还是很显著的，也是211非985学校里面常年的被黑对象，曾经长时间在211吧里面被以“984.5”之名轮番轰炸式狂黑  校内男多女少，学校氛围比较僵化封闭，校园生活体验比较差  可以说武汉理工没有超脱出武汉这座城市10年之前的没落，也赶上了10年之后武汉这座城市的崛起
如何改进目前武汉理工大学关于高考防替考的一系列措施？,谢谢邀请  关于理工大学的这个做法其实是校领导无能的表现。  替考组织一直存在，而且越来越精英化，被打下去的都是小鱼，现在活跃的替考组织更为强大。  据我的一些消息来源说，这一次高考与往年比，其实也就那个样子，不是什么大不了的！武汉理工的人用不了了，可以用武汉大学的，华中师范的，地质大学的，等等。  不是一个封校就可以解决问题的！  中国官僚，尤其是学校官僚，腐烂无能，遇事无方，只有粗糙粗暴对待。这也是一个领导层虚弱的表现。  最近新闻表示，2016年考研泄题案件侦破了，一个团伙被打掉，其实这算不了什么，还有更多的团伙在作弊。  高考依旧如此，上次花少我写过揭露高考作弊的帖子被封杀了，看来国家对这也是讳疾忌医。  有人说学生见钱眼开去替考是不对的，我想问问那些人，为什么大学会沦落成不断被金钱测试的地方呢？
武汉理工大学挂过科还能拿奖学金吗？,如果大一挂科，那想拿奖学金只能到大三了。
如何评价武汉理工大学和哈尔滨工程大学？,有一点必须指出，对于家境较拮据的同学可以考虑下哈工程。 本市消费水平较低，学校内收费也不多。 寝室无需交水费、取暖费和空调（这气温用不上空调）等费用，学校配发被褥质量亦合格不用另行购买。 出校园先锋路方向、太平桥方向、大有坊街方向均市场，可买到低价消费品。 想档次高一些也有沃尔玛和家乐福。 本校对贫困生扶植力度尚可，有官营家教中心和爱心超市等。 得益于工信部众多兄弟单位和友邻企业，社会奖学金也较多。  当然，住宿条件较差（男生），哈市夜生活单调等因素，需要考虑。  另：《哈尔滨工程大学学报》是EI检索期刊。  ----------------- 原答案 （我说这个1V1的问题容易引起WHUT和HEU嫡系生们的大撕啊……建议添加第三所学校） --------WHUT不清楚，单说下HEU-------- 1。 首先一点，WHUT是教育部部属高校，HEU是工信部部属高校。 所以虽然同是211，但在工信部的亲儿子部门或相关企业来我校招毕业生时，经常出现： “非985学校毕业生不收， 除了哈工程！ ”之类的感wu人li话tu语cao。 （当然HEU毕业生质量够硬。） 2。 HEU管理僵化已经是历史。 现任校长是前HIT的航天院院长，嗯这个说上天就上天的管理风格我们已经见识到了。 比如花样翻新的食堂，强行升格的女神公寓， 突然就建好的青岛分校，任性十足的五节课表等等。 另，男生自制力差是公认的。 肉体18岁没错，精神15岁差不多。 破坏力这么强的熊孩子你不管管？ 我们这一代人都感叹当年那个半夜断电又切网的政策是对的。 3。 HEU优缺点一大堆大家争论不休，但是都忽略了本校的一个 大大的良心部门 ：  图书馆×3  要说本校图书馆有多霸气呢？ 比如，无限量借书：  比如，看图书馆缺什么书，大方让图书馆给自己买：  比如，对图书馆不满意，有 提意见必实名回复的留言板 ：   http://  lib.hrbeu.edu.cn/web200  9/new2004/gustbook/gustbook.asp?gustbook_id=22       （这个23333的留言记录）   比如，给学生随便预约的多媒体研讨室。  最最重要的是，图书馆送给所有哈工程校友一个大大的福利： 只要有哈工程的学号，就可以登陆校园门户，在任意城市通过互联网挂到图书馆VPN  免费下载国内外学术期刊。   嗯 最后黑一把图书馆：  ——“学长，学校超市在哪儿？” “那个楼就是。” ——“我X，这么大！”   最终我想说的是，拥有HEU校图书馆这种真正尊重知识部门的学校， 想必未来都不会差。 以上。 
大家觉得武汉理工大学和上海对外经贸大学那个更好？,武汉理工大学
